Order,Duplicacy,Repeatation,Sort,Algo
3,0.03745928338762215,0.03854505971769816,1.0,4
3,0.016792887718142906,0.017122160026341784,0.9996707276918011,4
3,0.020833333333333332,0.020833333333333332,0.9996843434343434,4
3,0.03304078471863707,0.03329891584925142,0.9997418688693857,3
3,0.02114029468289558,0.021460602178090968,0.9987187700192185,4
3,0.09231962761830877,0.0982673907421774,0.99974140160331,4
3,0.0427547363031234,0.044034818228366614,0.9994879672299027,4
3,0.02236220472440945,0.02267716535433071,1.0,4
3,0.05940307157345697,0.06288032454361055,1.0,4
3,0.018923713778829097,0.018923713778829097,1.0,4
3,0.017151607963246555,0.017457886676875957,1.0,4
3,0.048457026268808975,0.049222137209895434,1.0,4
3,0.08613062711423367,0.09237574811345303,0.9997397866250325,4
3,0.03325344517675255,0.033553025763930495,0.9997004194128221,4
3,0.020447637468914065,0.02127659574468085,0.9994473611494888,4
3,0.03125,0.03211805555555555,0.9997106481481481,4
3,0.30317848410757947,0.5191524042379788,0.9994566693833198,4
3,0.02760143527463428,0.027877449627380625,0.9997239856472536,4
3,0.01485748938750758,0.01485748938750758,0.9993935718617344,4
3,0.021359223300970873,0.021914008321775313,0.9997226074895977,3
3,0.021162444113263786,0.021460506706408346,0.9994038748137108,4
3,0.027966742252456538,0.02821869488536155,0.999748047367095,4
3,0.015701415701415703,0.01595881595881596,0.9997425997425997,4
3,0.13796940194714882,0.1513212795549374,0.9997218358831711,4
3,0.23522527794031597,0.7434172030427151,0.997366881217086,4
3,0.017241379310344827,0.017241379310344827,0.9993614303959132,4
3,0.058361685422664226,0.06202564773619471,0.9994765768123528,4
3,0.04074196753892017,0.04140443855581318,0.9996687644915535,4
3,0.02302732575990175,0.02302732575990175,0.999385937979736,4
3,0.01909068073348405,0.019341873901029892,0.9997488068324542,4
3,0.023127463863337715,0.023915900131406046,1.0,4
3,0.06286942504030091,0.06555615260612574,1.0,4
3,0.021464985242822646,0.021464985242822646,0.9997316876844647,4
3,0.02384105960264901,0.02384105960264901,0.9990066225165563,4
3,0.03804506877377817,0.03833772314896108,1.0,4
3,0.03959062752491247,0.04039859951521681,0.9997306760032318,4
3,0.018655692729766804,0.018930041152263374,0.9997256515775035,4
3,0.08770135515213501,0.0933265149578113,1.0,3
3,0.056482294410301434,0.058530875036581796,0.9997073456248171,4
3,0.020041261420571766,0.020335985853227233,0.999410551134689,4
3,0.05201443174984967,0.05381840048105833,0.9993986770895971,4
3,0.21792929292929292,0.7679292929292929,0.9984848484848485,4
3,0.08446163765312702,0.09252095422308189,1.0,4
3,0.0805526590198123,0.08654848800834203,0.9997393117831074,4
3,0.02375923970432946,0.02402323125659979,0.9997360084477297,4
3,0.20926718710652228,0.25232938806346006,0.9997481742634097,4
3,0.020382565067419253,0.020382565067419253,1.0,4
3,0.02711323763955343,0.02711323763955343,0.9996810207336523,4
3,0.28929384965831434,0.44419134396355353,0.9994305239179955,3
3,0.033566841798015175,0.033858727378867484,1.0,4
3,0.06751626898047722,0.07022776572668113,1.0,4
3,0.07621851488387307,0.07883545960091592,0.9996728819103696,4
3,0.0376226826608506,0.03871319520174482,1.0,4
3,0.024879841673734804,0.026293469041560644,0.9997172745264349,4
3,0.017036322725811636,0.017036322725811636,0.9996785599485696,3
3,0.22536839063854378,0.28980063565443515,0.9991331984975441,4
3,0.05995328315598235,0.06177004931222424,0.9997404619776797,4
3,0.13635220125786163,0.14893081761006288,0.9989937106918239,4
3,0.028661582960820404,0.0291874835656061,0.9997370496976071,3
3,0.013534781240163676,0.013849543594586088,0.9993704752911552,4
3,0.1794071762870515,0.21029641185647427,0.9993759750390016,4
3,0.08252561617280532,0.08861811132650235,1.0,4
3,0.10198300283286119,0.10878186968838527,0.9994334277620397,4
3,0.11300919842312747,0.12417871222076216,0.9993429697766097,4
3,0.024044032444959444,0.02433371958285052,0.9997103128621089,4
3,0.15207131620346093,0.1649187205034085,0.9997378080755113,4
3,0.13774834437086092,0.15496688741721854,0.9990066225165563,4
3,0.025554106910039114,0.02607561929595828,0.9997392438070404,4
3,0.02192638997650744,0.02192638997650744,1.0,3
3,0.020301244269810084,0.020956123117223315,1.0,4
3,0.01859628074385123,0.01889622075584883,1.0,4
3,0.11329256517541036,0.12713228194399742,1.0,4
3,0.025633640552995392,0.025921658986175114,1.0,4
3,0.02271567126084737,0.023226135783563043,0.9997447677386422,4
3,0.12098828323993886,0.1316861946001019,0.999490575649516,4
3,0.05357142857142857,0.05603448275862069,0.999692118226601,4
3,0.02368635992376804,0.02395861693438606,0.999455485978764,4
3,0.020391735980681513,0.02092836061175208,0.9994633753689295,4
3,0.10029657589646805,0.11027231059584794,0.9994607710973308,4
3,0.03798982949446605,0.03888722704157942,1.0,4
3,0.0384251968503937,0.04031496062992126,0.9993700787401575,4
3,0.12255541069100391,0.1361147327249022,1.0,4
3,0.21877994251038008,0.2785052698818269,0.9987224528904504,4
3,0.027903958468526932,0.028228423101881894,0.999675535366645,4
3,0.02463179278821737,0.02463179278821737,0.999746063991874,4
3,0.05324211778703153,0.05591909577632362,1.0,4
3,0.25127064803049554,0.3395806861499365,0.9990470139771284,4
3,0.04388984509466437,0.0444635685599541,0.9997131382673551,4
3,0.04969879518072289,0.05120481927710843,0.9997489959839357,4
3,0.03550446998722861,0.0367816091954023,0.9997445721583652,4
3,0.04975382223373931,0.05104949468774294,1.0,4
3,0.2989301447451227,0.5471994965387036,0.999685336689742,4
3,0.01889814221652787,0.01889814221652787,0.9993593850096092,4
3,0.018123355743934522,0.01900029231218942,0.9994153756211634,4
3,0.19275479859421465,0.2379021357123547,0.998918626655853,4
3,0.16353493834409866,0.18907809747504403,0.9991192014092778,4
3,0.05382619974059663,0.057068741893644616,0.9993514915693904,4
3,0.015210355987055016,0.015533980582524271,1.0,4
3,0.020149683362118594,0.020437535981577434,0.9997121473805411,4
3,0.07278220269156825,0.07607800054929964,0.9997253501785224,3
