Order,Duplicacy,Repeatation,Sort,Algo
4,0.10791838262822913,0.11765256458255335,0.999906402096593,4
4,0.050357110568664674,0.05243648856342103,0.9998191845221951,4
4,0.07201572551822731,0.07558970693352395,0.9999106504646176,4
4,0.07690368129097327,0.08135821146411161,0.9998319045217684,4
4,0.06773730486273102,0.07096716310784137,0.9999102817154136,4
4,0.2026318211097819,0.24284531149351246,0.9999079782828748,4
4,0.11094810196222263,0.1207592151109481,1.0,4
4,0.0746928746928747,0.0797051597051597,0.9998034398034398,4
4,0.15472203616878769,0.17701655343986222,1.0,4
4,0.053650549027162396,0.056058562897322285,1.0,4
4,0.05704668261139162,0.05926122774382142,0.9999114181947029,4
4,0.1312683131017162,0.14759313520301381,0.999916282963583,4
4,0.20358978680374146,0.2469874441729165,0.9999157327041375,3
4,0.09324821048558715,0.09992261559295802,1.0,4
4,0.061022695169036634,0.06365947829362463,0.9998116583482437,4
4,0.0931184668989547,0.09973867595818815,0.9998257839721254,4
4,0.19483194457447806,0.7984271135661455,0.9995318790375433,4
4,0.07323731525934293,0.07794408359220559,0.9998117292666855,4
4,0.05440734852499558,0.056615438968380144,1.0,4
4,0.06905150915813914,0.07309312924585089,0.9999140080832402,4
4,0.057386413568854905,0.06037437384655945,0.9999121188153617,3
4,0.06983316619564227,0.0752119609809463,0.9999088339866897,4
4,0.05438677078548461,0.05594855305466238,0.9999081304547542,4
4,0.2780556866446437,0.4011326097215668,0.9999056158565361,4
4,0.08638894221539643,0.9136110577846036,0.99856018429641,3
4,0.05835424883470778,0.06068483327357476,0.9999103621369666,4
4,0.13806487385639035,0.15580815081785418,0.9999075870991591,4
4,0.12469437652811736,0.13700987050620303,1.0,4
4,0.07268859143692935,0.07694353337470082,1.0,4
4,0.27257569109258445,0.3861342694164107,0.9995612110574813,4
4,0.07261814185476372,0.07701411784597176,0.9999154620001691,4
4,0.15799291177019212,0.18196232046260027,0.9998134676366349,4
4,0.0632982194462571,0.06618812342686678,0.9999067772909481,4
4,0.073252444766389,0.07614994567185802,1.0,4
4,0.10838213442880867,0.1187833231360895,0.99991259505288,4
4,0.11510607480616852,0.1282269745250064,0.9998295987049501,4
4,0.05223109441052137,0.05420385157350869,0.9999060591827149,4
4,0.2022622538751571,0.24180980310012568,0.9998324256388772,4
4,0.15662966523905253,0.17821868717769426,0.99982519010576,4
4,0.0616624332136288,0.06437768240343347,0.9999124113164579,4
4,0.1437885462555066,0.1611453744493392,1.0,3
4,0.07777036048064086,0.9222296395193591,0.9984979973297731,3
4,0.22371022829408593,0.28383965486248425,0.9995506021930612,4
4,0.20311973018549748,0.2475548060708263,0.999831365935919,4
4,0.0750084659668134,0.07847951236031155,0.9999153403318659,4
4,0.2973293227600036,0.5141737307446905,0.999817701212287,4
4,0.059752073486132165,0.06233835726389013,1.0,4
4,0.09086835737969352,0.09642441078949726,0.9997311587059773,4
4,0.21289875173370318,0.7767857142857143,0.9998266296809986,4
4,0.08344523307116823,0.08881642048724343,0.9998081718779973,4
4,0.18613387978142076,0.2197745901639344,0.9999146174863388,4
4,0.21357285429141717,0.2643803302485937,0.9998185447287243,4
4,0.10542086624897848,0.11422863888132208,0.9999091982202851,4
4,0.08805466655133638,0.09454199463714212,1.0,4
4,0.06133812303547373,0.06385271665918275,0.9998203861697351,4
4,0.2951916642768378,0.59707484944078,0.9992352547557595,4
4,0.14557548202408016,0.1627515365833123,0.9999158036541214,4
4,0.25394077448747154,0.34314350797266513,0.9998177676537585,4
4,0.07440602012344635,0.08007102392829965,0.9997463431132155,3
4,0.051881694015918245,0.05423995283482362,0.999901739215879,4
4,0.2998530132288094,0.4951494365507104,0.9997060264576189,4
4,0.2,0.24091104426299956,1.0,4
4,0.23273325255322833,0.2985113380647395,0.9999134498874849,4
4,0.2631008312251536,0.36357065413805567,0.999819298879653,4
4,0.05329123612705702,0.05472636815920398,0.9998086490623804,3
4,0.2805372529143436,0.4048825815171482,0.9994086838993074,4
4,0.28413618254255707,0.4274719304599783,0.9997283592901123,3
4,0.05759113982464236,0.06054453161052146,1.0,4
4,0.05502723663558305,0.05696611577878312,0.9999076724217524,4
4,0.07095143527712583,0.07438165733886984,0.9998194619967503,4
4,0.05995773903856313,0.06365557316428949,0.9999119563303398,4
4,0.2599946096487288,0.36780163507321895,0.9998203216242925,4
4,0.07104660045836517,0.07515278838808251,1.0,4
4,0.05596263051840997,0.058435610917750506,1.0,4
4,0.25631799163179914,0.34677824267782426,0.9998326359832636,4
4,0.1560304449648712,0.18003512880562061,0.9999024199843872,4
4,0.0648365033261501,0.06792841750210812,0.9999063056310316,4
4,0.06534911904539946,0.06898480469842454,0.9999067772909481,4
4,0.2092632365300215,0.2625828742179475,0.9999066205994958,3
4,0.1157304457120758,0.12646234168036352,1.0,3
4,0.1209036521117957,0.13277971247432807,1.0,4
4,0.2497681086094949,0.33662197487140566,0.9998313517159962,4
4,0.2901984009475866,0.5975718092981936,1.0,4
4,0.07369569529855187,0.07776234874032929,0.9999008133306884,4
4,0.05927102491222204,0.0619461628490219,0.999916401939475,4
4,0.14022389500096508,0.157498552403011,0.9998069870681335,4
4,0.2584138918725385,0.7004117436448264,0.9997314715359829,4
4,0.11824500434404865,0.1310165073848827,0.9998262380538662,4
4,0.11372472783825817,0.12451399688958009,0.999902799377916,4
4,0.09129742859535975,0.09791439819080325,0.9999162408911969,4
4,0.1308592106370445,0.14617520828073718,0.9999158461667929,4
4,0.16486539595205346,0.8324818235409707,0.9993122420907841,4
4,0.051570835803200946,0.05295396166765461,1.0,3
4,0.05978313021782938,0.06170233182995874,1.0,3
4,0.29292457238994296,0.5074306009907468,0.9999065333208711,4
4,0.29492563429571306,0.4881889763779528,0.9993875765529309,3
4,0.13913129710432368,0.15658468861562871,0.9998016660055533,4
4,0.059861248761149656,0.06194251734390486,0.9997026759167492,4
4,0.05940163506696817,0.06218472777874413,0.999739085058271,4
4,0.16727751151207593,0.19330889953951697,0.9998120477398741,4
4,0.08705821205821206,0.09433471933471933,1.0,4
4,0.06407069870201602,0.06784497836693362,0.9999079443984167,4
4,0.17833463338533542,0.2109984399375975,1.0,4
4,0.057971014492753624,0.0605983557928638,0.9998304941096703,3
4,0.0798490416128712,0.08481477803158208,0.9996027410865032,4
4,0.06212630792227205,0.06520926756352766,1.0,4
4,0.07093942054433713,0.07436347673397717,0.9997366110623354,4
4,0.05207712184456371,0.05416418207115881,1.0,3
4,0.050995148034458856,0.05257946331319933,0.9999009802950787,4
4,0.19900762006025163,0.2391458444090023,0.9998227892964735,4
4,0.061907582938388626,0.06536334913112164,1.0,3
4,0.27677669248905357,0.40577635567531156,0.9998315931289997,4
4,0.07923685115159848,0.08413544173255415,1.0,4
4,0.05046728971962617,0.05312346286276439,1.0,4
4,0.07679954657094275,0.08114490836954469,0.9998110712261478,4
4,0.28444279621731877,0.43083626923790097,0.999629148896718,4
4,0.10332656842848319,0.11162093002735375,0.9998235242213006,4
